team,fifa_code,group,name,position,age,caps,overall,pace,shooting,passing,dribbling,defending,physical,rating_source
Iran,IRN,G,Amirhossein Hosseinzadeh,FW,,18,68.0,75.0,68.0,60.0,70.0,43.0,68.0,team-median
Iran,IRN,G,Ali Nemati,DF,,18,68.0,75.0,68.0,60.0,70.0,43.0,68.0,team-median
Iran,IRN,G,Shahriyar Moghanlou,FW,,21,68.0,75.0,68.0,60.0,70.0,43.0,68.0,team-median
Iran,IRN,G,Mohammad Ghorbani,MF,,16,68.0,75.0,68.0,60.0,70.0,43.0,68.0,team-median
Iran,IRN,G,Hossein Hosseini,GK,,13,67.0,64.0,28.0,46.0,51.0,70.0,68.0,fifa-match
Iran,IRN,G,Ramin Rezaeian,DF,,74,68.0,75.0,68.0,60.0,70.0,43.0,68.0,team-median
Iran,IRN,G,Dennis Eckert,FW,,0,68.0,75.0,68.0,60.0,70.0,43.0,68.0,team-median
Iran,IRN,G,Danial Eiri,DF,,0,68.0,75.0,68.0,60.0,70.0,43.0,68.0,team-median
Iran,IRN,G,Amirmohammad Razzaghinia,MF,,4,68.0,75.0,68.0,60.0,70.0,43.0,68.0,team-median
New Zealand,NZL,G,Max Crocombe,GK,,24,66.0,70.0,58.0,59.0,63.0,53.0,71.0,team-median
New Zealand,NZL,G,Tim Payne,DF,,51,66.0,69.0,56.0,59.0,57.0,62.0,79.0,fifa-match
New Zealand,NZL,G,Francis de Vries,DF,,20,58.0,75.0,51.0,56.0,58.0,24.0,52.0,fifa-match
New Zealand,NZL,G,Tyler Bindon,DF,,25,66.0,70.0,58.0,59.0,63.0,53.0,71.0,team-median
New Zealand,NZL,G,Michael Boxall,DF,,63,69.0,56.0,42.0,58.0,57.0,67.0,80.0,fifa-match
New Zealand,NZL,G,Joe Bell,MF,,32,74.0,40.0,38.0,52.0,49.0,76.0,73.0,fifa-match
New Zealand,NZL,G,Logan Rogerson,FW,,18,66.0,70.0,58.0,59.0,63.0,53.0,71.0,team-median
New Zealand,NZL,G,Marko Stamenić,MF,,39,66.0,70.0,58.0,59.0,63.0,53.0,71.0,team-median
New Zealand,NZL,G,Chris Wood,FW,,90,79.0,64.0,79.0,60.0,70.0,40.0,81.0,fifa-match
New Zealand,NZL,G,Sarpreet Singh,MF,,28,74.0,88.0,70.0,67.0,77.0,38.0,43.0,fifa-match
New Zealand,NZL,G,Elijah Just,MF,,44,64.0,76.0,60.0,61.0,66.0,30.0,52.0,fifa-match
New Zealand,NZL,G,Alex Paulsen,GK,,8,69.0,56.0,58.0,57.0,57.0,67.0,81.0,fifa-match
New Zealand,NZL,G,Liberato Cacace,DF,,37,72.0,82.0,62.0,65.0,69.0,66.0,77.0,fifa-match
New Zealand,NZL,G,Alex Rufer,MF,,26,61.0,66.0,54.0,61.0,60.0,53.0,73.0,fifa-match
New Zealand,NZL,G,Nando Pijnaker,DF,,25,64.0,61.0,39.0,52.0,57.0,63.0,74.0,fifa-match
New Zealand,NZL,G,Finn Surman,DF,,19,66.0,70.0,58.0,59.0,63.0,53.0,71.0,team-median
New Zealand,NZL,G,Kosta Barbarouses,FW,,76,69.0,85.0,69.0,62.0,72.0,32.0,71.0,fifa-match
New Zealand,NZL,G,Ben Waine,FW,,31,64.0,80.0,63.0,56.0,63.0,40.0,68.0,fifa-match
New Zealand,NZL,G,Ben Old,MF,,24,57.0,74.0,49.0,53.0,66.0,41.0,49.0,fifa-match
New Zealand,NZL,G,Callum McCowatt,MF,,32,64.0,75.0,63.0,61.0,63.0,53.0,70.0,fifa-match
New Zealand,NZL,G,Jesse Randall,FW,,11,64.0,78.0,58.0,57.0,63.0,29.0,53.0,fifa-match
New Zealand,NZL,G,Michael Woud,GK,,6,65.0,70.0,58.0,59.0,63.0,53.0,71.0,fifa-match
New Zealand,NZL,G,Ryan Thomas,MF,,25,76.0,35.0,33.0,54.0,48.0,78.0,73.0,fifa-match
New Zealand,NZL,G,Callan Elliot,DF,,11,69.0,70.0,58.0,59.0,63.0,53.0,71.0,fifa-match
New Zealand,NZL,G,Lachlan Bayliss,MF,,4,63.0,70.0,51.0,63.0,68.0,54.0,65.0,fifa-match
New Zealand,NZL,G,Tommy Smith,DF,,56,73.0,68.0,60.0,70.0,71.0,70.0,70.0,fifa-match
Cape Verde,CPV,H,Vozinha,GK,,90,78.0,74.0,61.0,68.0,73.0,70.0,72.0,team-median
Cape Verde,CPV,H,Stopira,DF,,61,78.0,74.0,61.0,68.0,73.0,70.0,72.0,team-median
Cape Verde,CPV,H,Diney,DF,,32,78.0,74.0,61.0,68.0,73.0,70.0,72.0,team-median
Cape Verde,CPV,H,Pico Lopes,DF,,45,82.0,74.0,61.0,68.0,73.0,70.0,72.0,fifa-match
Cape Verde,CPV,H,Logan Costa,DF,,28,78.0,73.0,61.0,71.0,73.0,77.0,68.0,fifa-match
Cape Verde,CPV,H,Kevin Pina,MF,,31,76.0,42.0,66.0,72.0,73.0,73.0,72.0,fifa-match
Cape Verde,CPV,H,Jovane Cabral,MF,,29,78.0,86.0,76.0,73.0,80.0,38.0,69.0,fifa-match
Cape Verde,CPV,H,João Paulo Fernandes,MF,,41,88.0,75.0,86.0,89.0,84.0,70.0,77.0,fifa-match
Cape Verde,CPV,H,Gilson Benchimol,FW,,21,78.0,74.0,61.0,68.0,73.0,70.0,72.0,team-median
Cape Verde,CPV,H,Jamiro Monteiro,MF,,55,75.0,75.0,63.0,73.0,78.0,64.0,76.0,fifa-match
Cape Verde,CPV,H,Garry Rodrigues,MF,,61,75.0,75.0,59.0,75.0,72.0,70.0,60.0,fifa-match
Cape Verde,CPV,H,Márcio Rosa,GK,,11,67.0,70.0,67.0,54.0,64.0,18.0,63.0,fifa-match
Cape Verde,CPV,H,Sidny Lopes Cabral,DF,,11,78.0,86.0,76.0,73.0,80.0,38.0,69.0,fifa-match
Cape Verde,CPV,H,Deroy Duarte,MF,,33,78.0,56.0,35.0,58.0,54.0,80.0,78.0,fifa-match
Cape Verde,CPV,H,Laros Duarte,MF,,20,78.0,56.0,35.0,58.0,54.0,80.0,78.0,fifa-match
Cape Verde,CPV,H,Yannick Semedo,MF,,11,80.0,82.0,57.0,68.0,81.0,75.0,75.0,fifa-match
Cape Verde,CPV,H,Willy Semedo,MF,,38,80.0,82.0,57.0,68.0,81.0,75.0,75.0,fifa-match
Cape Verde,CPV,H,Telmo Arcanjo,MF,,16,61.0,69.0,51.0,60.0,64.0,38.0,51.0,fifa-match
Cape Verde,CPV,H,Dailon Livramento,FW,,22,62.0,79.0,46.0,56.0,58.0,56.0,58.0,fifa-match
Cape Verde,CPV,H,Ryan Mendes,FW,,96,78.0,85.0,57.0,68.0,74.0,74.0,72.0,fifa-match
Cape Verde,CPV,H,Nuno da Costa,MF,,9,78.0,73.0,61.0,71.0,73.0,77.0,68.0,fifa-match
Cape Verde,CPV,H,Steven Moreira,DF,,20,70.0,48.0,64.0,64.0,66.0,66.0,72.0,fifa-match
Cape Verde,CPV,H,CJ dos Santos,GK,,1,79.0,83.0,79.0,65.0,81.0,28.0,64.0,fifa-match
Cape Verde,CPV,H,Wagner Pina,DF,,14,76.0,42.0,66.0,72.0,73.0,73.0,72.0,fifa-match
Cape Verde,CPV,H,Kelvin Pires,DF,,6,80.0,74.0,61.0,68.0,73.0,70.0,72.0,fifa-match
Cape Verde,CPV,H,Hélio Varela,MF,,21,72.0,63.0,44.0,54.0,59.0,71.0,81.0,fifa-match
Saudi Arabia,KSA,H,Nawaf Al-Aqidi,GK,,24,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Ali Majrashi,DF,,21,62.0,80.0,45.0,48.0,62.0,54.0,73.0,fifa-match
Saudi Arabia,KSA,H,Ali Lajami,DF,,24,63.0,76.0,47.0,53.0,55.0,63.0,70.0,fifa-match
Saudi Arabia,KSA,H,Abdulelah Al-Amri,DF,,44,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Hassan Al-Tambakti,DF,,54,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Nasser Al-Dawsari,MF,,47,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Musab Al-Juwayr,MF,,37,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Ayman Yahya,FW,,26,59.0,83.0,54.0,49.0,61.0,29.0,51.0,fifa-match
Saudi Arabia,KSA,H,Firas Al-Buraikan,FW,,72,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Salem Al-Dawsari,FW,,111,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Saleh Al-Shehri,FW,,59,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Saud Abdulhamid,DF,,55,69.0,84.0,44.0,58.0,66.0,61.0,65.0,fifa-match
Saudi Arabia,KSA,H,Nawaf Boushal,DF,,27,62.0,75.0,33.0,47.0,56.0,58.0,71.0,fifa-match
Saudi Arabia,KSA,H,Hassan Kadesh,DF,,21,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Abdullah Al-Khaibari,MF,,42,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Ziyad Al-Johani,MF,,12,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Khalid Al-Ghannam,FW,,7,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Alaa Al-Hejji,MF,,3,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Abdullah Al-Hamdan,FW,,52,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Sultan Mandash,FW,,7,62.0,80.0,56.0,53.0,64.0,24.0,54.0,fifa-match
Saudi Arabia,KSA,H,Mohammed Al-Owais,GK,,65,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Ahmed Al-Kassar,GK,,9,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Mohamed Kanno,MF,,79,70.0,72.0,69.0,68.0,70.0,67.0,75.0,fifa-match
Saudi Arabia,KSA,H,Moteb Al-Harbi,DF,,13,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Jehad Thakri,DF,,8,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Saudi Arabia,KSA,H,Mohammed Abu Al-Shamat,DF,,8,62.0,80.0,47.0,53.0,62.0,58.0,70.0,team-median
Spain,ESP,H,David Raya,GK,,13,74.0,71.0,67.0,72.0,78.0,73.0,75.0,fifa-match
Spain,ESP,H,Marc Pubill,DF,,2,81.0,71.0,67.0,72.0,78.0,73.0,75.0,team-median
Spain,ESP,H,Álex Grimaldo,DF,,14,82.0,87.0,65.0,81.0,83.0,74.0,71.0,fifa-match
Spain,ESP,H,Eric García,DF,,21,80.0,41.0,82.0,81.0,78.0,65.0,83.0,fifa-match
Spain,ESP,H,Marcos Llorente,DF,,24,86.0,88.0,80.0,81.0,82.0,78.0,82.0,fifa-match
Spain,ESP,H,Mikel Merino,MF,,43,83.0,74.0,78.0,81.0,82.0,82.0,81.0,fifa-match
Spain,ESP,H,Ferran Torres,FW,,57,82.0,71.0,38.0,67.0,70.0,84.0,80.0,fifa-match
Spain,ESP,H,Fabián Ruiz,MF,,42,78.0,50.0,42.0,65.0,60.0,79.0,78.0,fifa-match
Spain,ESP,H,Gavi,MF,,30,66.0,66.0,53.0,67.0,69.0,50.0,48.0,fifa-match
Spain,ESP,H,Dani Olmo,FW,,50,82.0,67.0,76.0,81.0,86.0,50.0,60.0,fifa-match
Spain,ESP,H,Yéremy Pino,FW,,23,73.0,71.0,66.0,70.0,73.0,31.0,46.0,fifa-match
Spain,ESP,H,Pedro Porro,DF,,18,80.0,80.0,67.0,73.0,79.0,75.0,75.0,fifa-match
Spain,ESP,H,Joan Garcia,GK,,2,71.0,75.0,42.0,61.0,67.0,66.0,74.0,fifa-match
Spain,ESP,H,Aymeric Laporte,DF,,46,86.0,63.0,50.0,72.0,69.0,86.0,80.0,fifa-match
Spain,ESP,H,Álex Baena,MF,,17,67.0,66.0,70.0,63.0,71.0,39.0,46.0,fifa-match
Spain,ESP,H,Rodri,MF,,62,86.0,61.0,70.0,77.0,78.0,82.0,82.0,fifa-match
Spain,ESP,H,Nico Williams,FW,,30,81.0,94.0,78.0,72.0,78.0,37.0,81.0,fifa-match
Spain,ESP,H,Martín Zubimendi,MF,,26,74.0,62.0,61.0,71.0,71.0,74.0,69.0,fifa-match
Spain,ESP,H,Lamine Yamal,FW,,25,81.0,71.0,67.0,72.0,78.0,73.0,75.0,team-median
Spain,ESP,H,Pedri,MF,,41,81.0,78.0,65.0,79.0,84.0,66.0,63.0,fifa-match
Spain,ESP,H,Mikel Oyarzabal,FW,,53,85.0,82.0,82.0,81.0,84.0,41.0,63.0,fifa-match
Spain,ESP,H,Pau Cubarsí,DF,,12,81.0,71.0,67.0,72.0,78.0,73.0,75.0,team-median
Spain,ESP,H,Unai Simón,GK,,58,82.0,71.0,67.0,72.0,78.0,73.0,75.0,fifa-match
Spain,ESP,H,Marc Cucurella,DF,,24,81.0,79.0,67.0,78.0,80.0,73.0,74.0,fifa-match
Spain,ESP,H,Víctor Muñoz,FW,,2,76.0,78.0,50.0,67.0,71.0,75.0,76.0,fifa-match
Spain,ESP,H,Borja Iglesias,FW,,8,80.0,65.0,80.0,64.0,74.0,35.0,80.0,fifa-match
Uruguay,URU,H,Sergio Rochet,GK,,35,76.0,75.0,62.0,66.0,74.0,67.0,70.0,fifa-match
Uruguay,URU,H,José María Giménez,DF,,99,84.0,69.0,45.0,57.0,59.0,86.0,80.0,fifa-match
Uruguay,URU,H,Sebastián Cáceres,DF,,24,76.0,70.0,51.0,63.0,69.0,77.0,75.0,fifa-match
Uruguay,URU,H,Ronald Araújo,DF,,27,77.0,88.0,69.0,71.0,82.0,39.0,53.0,fifa-match
Uruguay,URU,H,Manuel Ugarte,MF,,36,72.0,68.0,59.0,63.0,71.0,69.0,70.0,fifa-match
Uruguay,URU,H,Rodrigo Bentancur,MF,,74,78.0,73.0,62.0,79.0,80.0,75.0,76.0,fifa-match
Uruguay,URU,H,Nicolás de la Cruz,MF,,34,78.0,84.0,75.0,77.0,81.0,69.0,67.0,fifa-match
Uruguay,URU,H,Federico Valverde,MF,,73,83.0,86.0,74.0,78.0,79.0,77.0,80.0,fifa-match
Uruguay,URU,H,Darwin Núñez,FW,,38,80.0,72.0,22.0,49.0,50.0,81.0,76.0,fifa-match
Uruguay,URU,H,Giorgian de Arrascaeta,MF,,60,76.0,75.0,62.0,66.0,74.0,67.0,70.0,team-median
Uruguay,URU,H,Facundo Pellistri,FW,,39,70.0,79.0,63.0,65.0,74.0,27.0,61.0,fifa-match
Uruguay,URU,H,Santiago Mele,GK,,8,76.0,75.0,62.0,66.0,74.0,67.0,70.0,team-median
Uruguay,URU,H,Guillermo Varela,DF,,28,72.0,63.0,44.0,54.0,59.0,71.0,81.0,fifa-match
Uruguay,URU,H,Agustín Canobbio,MF,,15,69.0,80.0,60.0,64.0,70.0,41.0,56.0,fifa-match
Uruguay,URU,H,Emiliano Martínez,MF,,10,85.0,84.0,81.0,72.0,85.0,48.0,84.0,fifa-match
Uruguay,URU,H,Mathías Olivera,DF,,35,76.0,76.0,50.0,65.0,70.0,74.0,77.0,fifa-match
Uruguay,URU,H,Matías Viña,DF,,43,76.0,82.0,62.0,71.0,75.0,69.0,69.0,fifa-match
Uruguay,URU,H,Brian Rodríguez,FW,,32,81.0,53.0,86.0,86.0,86.0,50.0,60.0,fifa-match
Uruguay,URU,H,Rodrigo Aguirre,FW,,10,73.0,90.0,54.0,68.0,70.0,67.0,71.0,fifa-match
Uruguay,URU,H,Maximiliano Araújo,MF,,28,77.0,88.0,69.0,71.0,82.0,39.0,53.0,fifa-match
Uruguay,URU,H,Federico Viñas,FW,,11,74.0,74.0,75.0,54.0,68.0,25.0,78.0,fifa-match
Uruguay,URU,H,Joaquín Piquerez,MF,,19,76.0,75.0,62.0,66.0,74.0,67.0,70.0,team-median
Uruguay,URU,H,Fernando Muslera,GK,,134,80.0,75.0,62.0,66.0,74.0,67.0,70.0,fifa-match
Uruguay,URU,H,Santiago Bueno,DF,,8,68.0,61.0,50.0,62.0,61.0,66.0,70.0,fifa-match
Uruguay,URU,H,Juan Manuel Sanabria,MF,,5,74.0,73.0,72.0,70.0,75.0,32.0,62.0,fifa-match
Uruguay,URU,H,Rodrigo Zalazar,MF,,8,70.0,75.0,65.0,66.0,75.0,60.0,69.0,fifa-match
France,FRA,I,Brice Samba,GK,,4,73.0,78.0,66.0,64.0,74.0,59.0,77.0,fifa-match
France,FRA,I,Malo Gusto,DF,,11,66.0,78.0,49.0,60.0,65.0,59.0,66.0,fifa-match
France,FRA,I,Lucas Digne,DF,,58,84.0,79.0,69.0,80.0,80.0,80.0,76.0,fifa-match
France,FRA,I,Dayot Upamecano,DF,,38,82.0,81.0,43.0,62.0,68.0,81.0,81.0,fifa-match
France,FRA,I,Jules Koundé,DF,,48,83.0,81.0,45.0,64.0,72.0,84.0,78.0,fifa-match
France,FRA,I,Manu Koné,MF,,14,72.0,91.0,68.0,57.0,74.0,32.0,65.0,fifa-match
France,FRA,I,Ousmane Dembélé,FW,,59,83.0,93.0,77.0,77.0,86.0,36.0,56.0,fifa-match
France,FRA,I,Aurélien Tchouaméni,MF,,46,79.0,72.0,69.0,75.0,77.0,77.0,82.0,fifa-match
France,FRA,I,Marcus Thuram,FW,,34,79.0,82.0,78.0,70.0,79.0,48.0,77.0,fifa-match
France,FRA,I,Kylian Mbappé,FW,,98,91.0,97.0,88.0,80.0,92.0,36.0,77.0,fifa-match
France,FRA,I,Michael Olise,FW,,17,73.0,78.0,64.0,74.0,77.0,50.0,54.0,fifa-match
France,FRA,I,Bradley Barcola,FW,,20,60.0,78.0,66.0,64.0,74.0,59.0,77.0,fifa-match
France,FRA,I,N'Golo Kanté,MF,,69,90.0,78.0,66.0,75.0,82.0,87.0,83.0,fifa-match
France,FRA,I,Adrien Rabiot,MF,,59,81.0,76.0,74.0,76.0,80.0,76.0,79.0,fifa-match
France,FRA,I,Ibrahima Konaté,DF,,28,78.0,71.0,34.0,57.0,67.0,80.0,76.0,fifa-match
France,FRA,I,Mike Maignan,GK,,40,84.0,78.0,66.0,64.0,74.0,59.0,77.0,fifa-match
France,FRA,I,William Saliba,DF,,32,75.0,70.0,33.0,62.0,66.0,76.0,77.0,fifa-match
France,FRA,I,Warren Zaïre-Emery,MF,,11,78.0,78.0,66.0,64.0,74.0,59.0,77.0,team-median
France,FRA,I,Théo Hernandez,DF,,44,62.0,69.0,58.0,59.0,63.0,53.0,58.0,fifa-match
France,FRA,I,Désiré Doué,FW,,7,78.0,78.0,66.0,64.0,74.0,59.0,77.0,team-median
France,FRA,I,Lucas Hernandez,DF,,42,62.0,69.0,58.0,59.0,63.0,53.0,58.0,fifa-match
France,FRA,I,Jean-Philippe Mateta,FW,,4,75.0,69.0,73.0,53.0,71.0,32.0,77.0,fifa-match
France,FRA,I,Robin Risser,GK,,0,78.0,78.0,66.0,64.0,74.0,59.0,77.0,team-median
France,FRA,I,Rayan Cherki,MF,,7,73.0,72.0,67.0,68.0,81.0,21.0,58.0,fifa-match
France,FRA,I,Maghnes Akliouche,MF,,9,78.0,78.0,66.0,64.0,74.0,59.0,77.0,team-median
France,FRA,I,Maxence Lacroix,DF,,4,79.0,88.0,33.0,56.0,65.0,80.0,77.0,fifa-match
Iraq,IRQ,I,Fahad Talib,GK,,21,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Rebin Sulaka,DF,,56,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Hussein Ali,DF,,27,64.0,63.0,52.0,60.0,64.0,57.0,65.0,fifa-match
Iraq,IRQ,I,Zaid Tahseen,DF,,28,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Akam Hashim,DF,,14,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Manaf Younis,DF,,34,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Youssef Amyn,MF,,27,60.0,76.0,49.0,51.0,68.0,39.0,41.0,fifa-match
Iraq,IRQ,I,Ibrahim Bayesh,MF,,76,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Ali Al-Hamadi,FW,,20,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Mohanad Ali,FW,,72,64.0,63.0,52.0,60.0,64.0,57.0,65.0,fifa-match
Iraq,IRQ,I,Ahmed Qasem,FW,,3,65.0,76.0,58.0,58.0,68.0,57.0,74.0,fifa-match
Iraq,IRQ,I,Jalal Hassan,GK,,102,73.0,54.0,74.0,57.0,69.0,32.0,76.0,fifa-match
Iraq,IRQ,I,Ali Yousif,FW,,7,57.0,71.0,39.0,50.0,51.0,53.0,64.0,fifa-match
Iraq,IRQ,I,Zidane Iqbal,MF,,25,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Ahmed Maknzi,DF,,7,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Amir Al-Ammari,MF,,51,56.0,69.0,51.0,59.0,52.0,51.0,68.0,fifa-match
Iraq,IRQ,I,Ali Jasim,FW,,36,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Aymen Hussein,FW,,95,67.0,67.0,56.0,67.0,69.0,56.0,63.0,fifa-match
Iraq,IRQ,I,Kevin Yakob,MF,,9,59.0,68.0,55.0,49.0,59.0,45.0,63.0,fifa-match
Iraq,IRQ,I,Aimar Sher,MF,,7,62.0,67.0,45.0,58.0,68.0,50.0,58.0,fifa-match
Iraq,IRQ,I,Marko Farji,FW,,12,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Ahmed Basil,GK,,16,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Merchas Doski,DF,,31,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Zaid Ismail,MF,,6,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Mustafa Saadoon,DF,,17,63.0,68.0,52.0,58.0,64.0,53.0,65.0,team-median
Iraq,IRQ,I,Frans Putros,DF,,28,63.0,68.0,55.0,58.0,60.0,59.0,70.0,fifa-match
Norway,NOR,I,Ørjan Nyland,GK,,71,71.0,72.0,58.0,63.0,70.0,65.0,74.0,fifa-match
Norway,NOR,I,Morten Thorsby,MF,,31,73.0,68.0,62.0,68.0,71.0,73.0,80.0,fifa-match
Norway,NOR,I,Kristoffer Ajer,DF,,52,75.0,73.0,55.0,61.0,68.0,75.0,83.0,fifa-match
Norway,NOR,I,Leo Østigård,DF,,38,70.0,70.0,37.0,48.0,57.0,68.0,77.0,fifa-match
Norway,NOR,I,David Møller Wolfe,DF,,22,58.0,64.0,43.0,49.0,57.0,53.0,55.0,fifa-match
Norway,NOR,I,Patrick Berg,MF,,43,75.0,71.0,75.0,63.0,72.0,35.0,71.0,fifa-match
Norway,NOR,I,Alexander Sørloth,FW,,72,76.0,80.0,74.0,66.0,70.0,36.0,83.0,fifa-match
Norway,NOR,I,Sander Berge,MF,,66,76.0,64.0,58.0,72.0,73.0,74.0,84.0,fifa-match
Norway,NOR,I,Erling Haaland,FW,,50,88.0,89.0,91.0,65.0,80.0,45.0,88.0,fifa-match
Norway,NOR,I,Martin Ødegaard,MF,,68,82.0,77.0,74.0,83.0,84.0,58.0,62.0,fifa-match
Norway,NOR,I,Jørgen Strand Larsen,FW,,28,75.0,79.0,61.0,72.0,74.0,70.0,77.0,fifa-match
Norway,NOR,I,Sander Tangvik,GK,,0,53.0,72.0,58.0,63.0,70.0,65.0,74.0,fifa-match
Norway,NOR,I,Egil Selvik,GK,,7,63.0,72.0,58.0,63.0,70.0,65.0,74.0,fifa-match
Norway,NOR,I,Fredrik Aursnes,MF,,22,71.0,74.0,65.0,70.0,71.0,67.0,72.0,fifa-match
Norway,NOR,I,Fredrik André Bjørkan,DF,,21,72.0,83.0,49.0,61.0,67.0,67.0,72.0,fifa-match
Norway,NOR,I,Marcus Holmgren Pedersen,DF,,32,72.0,65.0,37.0,57.0,65.0,72.0,82.0,fifa-match
Norway,NOR,I,Torbjørn Heggem,DF,,15,72.0,72.0,58.0,63.0,70.0,65.0,74.0,team-median
Norway,NOR,I,Kristian Thorstvedt,MF,,37,72.0,65.0,71.0,69.0,71.0,65.0,79.0,fifa-match
Norway,NOR,I,Thelo Aasgaard,MF,,8,62.0,74.0,53.0,56.0,65.0,37.0,42.0,fifa-match
Norway,NOR,I,Antonio Nusa,MF,,24,72.0,72.0,58.0,63.0,70.0,65.0,74.0,team-median
Norway,NOR,I,Andreas Schjelderup,MF,,12,65.0,72.0,58.0,60.0,68.0,35.0,47.0,fifa-match
Norway,NOR,I,Oscar Bobb,MF,,20,72.0,72.0,58.0,63.0,70.0,65.0,74.0,team-median
Norway,NOR,I,Jens Petter Hauge,MF,,15,76.0,88.0,68.0,67.0,78.0,42.0,66.0,fifa-match
Norway,NOR,I,Sondre Langås,DF,,3,72.0,72.0,58.0,63.0,70.0,65.0,74.0,team-median
Norway,NOR,I,Henrik Falchener,DF,,1,52.0,64.0,46.0,49.0,56.0,42.0,48.0,fifa-match
Norway,NOR,I,Julian Ryerson,DF,,43,68.0,66.0,57.0,61.0,66.0,65.0,74.0,fifa-match
Senegal,SEN,I,Yehvann Diouf,GK,,2,73.0,74.0,71.0,60.0,67.0,55.0,81.0,fifa-match
Senegal,SEN,I,Mamadou Sarr,DF,,8,78.0,94.0,76.0,67.0,80.0,22.0,67.0,fifa-match
Senegal,SEN,I,Kalidou Koulibaly,DF,,104,86.0,81.0,28.0,51.0,65.0,87.0,85.0,fifa-match
Senegal,SEN,I,Abdoulaye Seck,DF,,25,73.0,74.0,47.0,57.0,58.0,70.0,86.0,fifa-match
Senegal,SEN,I,Idrissa Gueye,MF,,132,82.0,69.0,62.0,71.0,78.0,83.0,77.0,fifa-match
Senegal,SEN,I,Pathé Ciss,MF,,30,70.0,66.0,51.0,57.0,55.0,70.0,83.0,fifa-match
Senegal,SEN,I,Assane Diao,FW,,5,76.0,81.0,64.0,67.0,78.0,61.0,77.0,team-median
Senegal,SEN,I,Lamine Camara,MF,,45,77.0,76.0,74.0,73.0,75.0,74.0,83.0,fifa-match
Senegal,SEN,I,Bamba Dieng,FW,,23,72.0,81.0,64.0,67.0,78.0,61.0,77.0,fifa-match
Senegal,SEN,I,Sadio Mané,FW,,128,89.0,91.0,83.0,80.0,89.0,44.0,77.0,fifa-match
Senegal,SEN,I,Nicolas Jackson,FW,,33,65.0,81.0,50.0,56.0,62.0,58.0,74.0,fifa-match
Senegal,SEN,I,Cherif Ndiaye,FW,,19,76.0,92.0,71.0,67.0,79.0,46.0,67.0,fifa-match
Senegal,SEN,I,Iliman Ndiaye,FW,,41,76.0,92.0,71.0,67.0,79.0,46.0,67.0,fifa-match
Senegal,SEN,I,Ismail Jakobs,DF,,31,71.0,86.0,58.0,58.0,73.0,61.0,69.0,fifa-match
